Gene	mock1	mock2	mock3	hrcc1	hrcc2	hrcc3
AT4G28600	14	50	36	52	57	54
AT4G28610	67	46	147	60	54	164
AT4G28620	0	6	0	3	15	0
AT4G28630	34	22	84	57	29	145
AT4G28640	16	25	10	5	4	15
AT4G28650	9	3	18	9	16	22
AT4G28660	183	213	1140	121	98	509
AT4G28670	0	4	1	0	0	0
AT4G28680	0	1	0	0	3	0
AT4G28690	5	5	9	6	1	9
AT4G28700	2	6	3	8	4	3
AT4G28703	1	6	7	14	15	7
AT4G28706	75	66	81	63	20	51
AT4G28710	25	14	62	67	23	97
AT4G28720	2	8	0	6	8	1
AT4G28730	43	34	105	25	11	54
AT4G28740	108	136	154	66	42	69
AT4G28750	2543	1842	6407	1614	727	4384
AT4G28760	79	60	98	24	24	76
AT4G28770	55	61	54	63	42	60
AT4G28780	6	12	54	6	0	2
AT4G28790	3	0	0	0	1	0
AT4G28800	0	11	2	2	9	0
AT4G28811	0	0	0	1	0	1
AT4G28815	0	2	0	0	5	0
AT4G28820	1	13	3	5	4	8
AT4G28830	9	16	22	11	1	20
AT4G28840	0	2	1	0	5	0
AT4G28850	8	82	0	14	39	5
AT4G28860	82	55	119	77	44	169
AT4G28870	0	0	0	0	2	0
AT4G28880	69	58	129	81	55	179
AT4G28890	0	0	0	1	0	1
AT4G28900	0	0	5	0	1	1
AT4G28910	69	88	174	160	90	224
AT4G28920	0	0	0	0	1	0
AT4G28970	0	0	0	0	1	0
AT4G28980	24	29	23	53	13	37
AT4G28990	12	11	52	24	5	54
AT4G29000	9	29	20	49	20	38
AT4G29010	311	274	423	355	241	506
AT4G29020	15	36	12	14	8	14
AT4G29030	0	2	1	0	0	0
AT4G29040	743	617	381	1091	350	785
AT4G29050	18	5	10	14	6	19
AT4G29060	480	667	635	410	153	374
AT4G29070	100	76	173	77	68	126
AT4G29080	20	36	67	32	56	47
AT4G29090	0	4	0	2	9	1
AT4G29100	11	35	59	50	37	75
AT4G29110	57	43	61	41	8	37
AT4G29120	89	56	131	72	45	146
AT4G29130	49	43	106	59	46	111
AT4G29140	30	27	32	18	23	37
AT4G29160	205	184	427	254	172	607
AT4G29170	3	0	10	0	0	5
AT4G29190	84	73	86	77	30	114
AT4G29200	0	1	0	0	0	0
AT4G29210	54	51	87	128	68	105
AT4G29220	117	88	132	104	65	103
AT4G29230	4	2	13	5	6	8
AT4G29240	6	32	8	2	13	5
AT4G29250	0	2	0	0	0	0
AT4G29260	27	89	66	53	34	86
AT4G29270	0	4	0	0	0	1
AT4G29305	0	0	0	1	3	0
AT4G29310	20	14	21	7	8	10
AT4G29330	92	54	153	145	84	293
AT4G29340	0	24	0	6	8	4
AT4G29350	464	417	679	501	226	989
AT4G29360	5	6	4	9	3	2
AT4G29380	31	43	47	45	30	81
AT4G29390	170	160	238	219	80	320
AT4G29400	45	32	61	29	6	24
AT4G29410	61	58	203	75	88	222
AT4G29420	9	23	12	15	10	13
AT4G29430	58	57	37	61	30	61
AT4G29440	15	21	37	18	42	70
AT4G29470	0	0	0	1	6	0
AT4G29480	53	44	140	57	30	143
AT4G29490	75	33	135	66	26	143
AT4G29510	39	52	114	72	30	105
AT4G29520	128	124	116	207	92	223
AT4G29530	7	2	1	3	0	2
AT4G29540	0	10	11	4	1	11
AT4G29550	0	0	1	1	1	0
AT4G29560	0	3	14	0	0	3
AT4G29570	0	0	6	2	1	6
AT4G29580	0	0	1	0	1	0
AT4G29590	42	51	157	60	48	116
AT4G29600	0	2	0	0	3	0
AT4G29610	5	10	70	4	6	33
AT4G29640	3	0	1	0	0	0
AT4G29660	23	58	35	38	39	47
AT4G29670	200	158	444	255	162	447
AT4G29680	22	32	194	57	35	206
AT4G29690	0	0	0	0	0	1
AT4G29700	10	7	17	63	17	95
AT4G29710	0	0	0	0	0	1
AT4G29720	26	179	28	33	55	24
AT4G29730	1	5	21	0	6	24
AT4G29735	84	67	180	142	71	236
AT4G29740	64	35	121	160	176	291
AT4G29750	101	129	184	126	54	177
AT4G29760	0	1	0	0	4	0
AT4G29780	75	66	71	76	317	126
AT4G29790	35	49	46	53	30	77
AT4G29800	0	0	2	2	0	1
AT4G29810	71	75	156	137	78	227
AT4G29820	35	18	18	32	14	19
AT4G29830	7	8	40	24	1	51
AT4G29840	168	144	231	167	82	254
AT4G29850	2	0	1	0	0	0
AT4G29860	14	12	28	23	8	23
AT4G29870	87	116	272	135	81	323
AT4G29890	20	16	13	13	2	5
AT4G29900	122	90	185	165	113	290
AT4G29905	45	28	25	15	11	15
AT4G29910	3	6	15	2	5	13
AT4G29920	21	16	4	8	3	4
AT4G29930	0	6	0	0	4	0
AT4G29940	51	78	35	60	32	50
AT4G29950	76	30	89	108	117	176
AT4G29960	71	33	89	93	65	144
AT4G29970	0	3	0	0	0	0
AT4G29980	0	29	0	3	2	0
AT4G29990	8	5	8	3	4	5
AT4G30000	12	6	7	7	6	11
AT4G30010	235	187	341	234	161	389
AT4G30020	26	53	115	11	19	35
AT4G30030	0	3	0	0	1	0
AT4G30040	0	5	0	0	0	0
AT4G30050	0	0	1	0	6	0
AT4G30060	9	9	10	38	18	60
AT4G30070	0	0	1	0	9	0
AT4G30080	46	49	95	53	42	74
AT4G30090	0	19	6	0	16	8
AT4G30097	0	0	1	0	1	1
AT4G30100	75	63	145	81	75	161
AT4G30110	14	16	28	11	22	35
AT4G30120	0	9	0	1	4	0
AT4G30130	0	6	0	0	0	2
AT4G30150	9	21	26	24	33	45
AT4G30160	92	69	198	184	112	391
AT4G30170	0	61	2	5	23	1
AT4G30180	0	9	1	0	9	1
AT4G30190	334	349	1026	2167	1252	5748
AT4G30200	32	39	53	57	25	67
AT4G30210	157	160	247	322	209	431
AT4G30220	48	66	204	74	49	205
AT4G30230	2	14	7	13	11	10
AT4G30240	22	27	24	58	39	46
AT4G30250	3	8	2	4	9	2
AT4G30260	123	90	149	141	105	179
AT4G30270	688	483	446	616	375	591
AT4G30280	26	27	60	42	80	116
AT4G30290	2	17	31	12	21	38
AT4G30300	0	0	0	0	0	1
AT4G30310	99	96	230	100	34	195
AT4G30320	0	0	0	0	2	0
AT4G30330	15	19	24	5	2	24
AT4G30340	52	27	24	62	12	23
AT4G30350	43	110	158	136	162	388
AT4G30360	11	30	18	30	27	17
AT4G30370	0	29	2	6	9	6
AT4G30390	59	44	109	78	67	197
AT4G30400	7	18	20	4	1	3
AT4G30410	1	9	2	1	0	1
AT4G30420	0	4	2	0	0	0
AT4G30430	0	0	2	3	2	1
AT4G30440	160	126	305	91	87	209
AT4G30450	4	4	6	26	20	11
AT4G30460	114	104	60	113	36	138
AT4G30470	71	273	154	104	133	68
AT4G30480	44	38	94	56	20	114
AT4G30490	51	56	54	82	89	83
AT4G30500	19	26	9	24	20	14
AT4G30510	16	16	21	14	37	28
AT4G30520	1	59	24	5	44	12
AT4G30530	437	479	877	1288	474	1242
AT4G30540	0	0	2	0	3	2
AT4G30550	31	78	35	32	25	28
AT4G30560	4	4	10	7	8	6
AT4G30570	2	7	2	1	0	3
AT4G30580	58	61	106	31	17	52
AT4G30590	0	2	0	0	0	0
AT4G30600	149	228	149	306	167	278
AT4G30610	7	9	31	3	0	5
AT4G30620	53	46	92	35	7	45
AT4G30630	20	30	20	42	26	29
AT4G30640	0	2	6	12	1	13
AT4G30650	535	660	1231	606	497	697
AT4G30660	207	184	183	141	38	220
AT4G30662	0	5	1	6	0	0
AT4G30670	0	0	0	0	2	0
AT4G30680	1	1	4	3	3	4
AT4G30690	373	293	864	230	154	437
AT4G30700	7	1	2	1	5	3
AT4G30710	11	11	33	11	16	15
AT4G30720	30	51	85	20	12	34
AT4G30750	68	40	171	68	26	154
AT4G30760	19	50	62	49	40	63
AT4G30780	22	40	55	58	41	91
AT4G30790	50	46	63	23	26	60
AT4G30800	4	6	23	16	2	33
AT4G30810	57	66	168	104	36	180
AT4G30820	23	21	9	8	9	19
AT4G30825	7	27	29	12	7	18
AT4G30840	1	19	29	13	17	30
AT4G30845	6	12	6	3	2	6
AT4G30850	2	21	7	4	7	22
AT4G30860	4	0	3	0	0	2
AT4G30870	3	3	5	6	8	2
AT4G30890	46	27	79	62	36	95
AT4G30900	19	17	42	38	17	50
AT4G30910	22	24	28	28	16	30
AT4G30920	166	169	307	136	93	257
AT4G30930	19	32	71	37	14	86
AT4G30935	22	47	52	40	12	59
AT4G30940	19	14	4	10	3	4
AT4G30950	258	215	944	205	120	591
AT4G30960	250	255	161	247	90	165
AT4G30975	0	1	0	0	0	1
AT4G30980	11	35	45	15	43	34
AT4G30990	21	46	51	66	34	80
AT4G30993	92	52	127	46	26	46
AT4G30996	33	20	41	25	20	38
AT4G31000	52	35	20	28	19	30
AT4G31010	3	12	34	7	12	45
AT4G31020	0	27	1	0	16	1
AT4G31040	193	108	208	170	79	146
AT4G31050	19	15	17	5	9	10
AT4G31060	11	13	15	0	0	9
AT4G31070	0	4	4	0	3	3
AT4G31080	27	55	103	85	38	110
AT4G31100	1	11	2	3	1	2
AT4G31110	0	1	0	5	7	1
AT4G31115	40	26	44	14	22	20
AT4G31120	9	19	71	18	17	77
AT4G31130	58	44	84	68	52	121
AT4G31140	21	30	11	24	16	10
AT4G31150	13	10	22	8	16	15
AT4G31160	75	82	113	60	68	186
AT4G31170	174	165	239	212	87	269
AT4G31180	89	60	187	131	65	166
AT4G31200	41	30	87	45	32	107
AT4G31210	39	23	83	45	22	71
AT4G31230	0	0	3	3	0	6
AT4G31240	11	21	5	8	16	11
AT4G31248	0	0	0	1	0	0
AT4G31270	0	6	11	15	0	7
AT4G31280	0	13	0	0	7	0
AT4G31290	174	88	393	80	45	229
AT4G31300	225	183	418	275	165	500
AT4G31310	35	19	17	6	3	8
AT4G31320	0	2	0	0	0	0
AT4G31330	0	1	0	4	5	6
AT4G31340	118	143	396	214	124	661
AT4G31350	22	16	16	14	15	18
AT4G31351	0	0	1	0	0	0
AT4G31360	14	22	15	23	9	15
AT4G31370	0	1	0	0	0	0
AT4G31380	0	15	0	2	18	0
AT4G31390	84	80	123	97	71	132
AT4G31400	0	8	6	11	3	6
AT4G31408	0	0	0	2	0	0
AT4G31410	4	14	29	24	27	37
AT4G31420	83	73	78	69	33	89
AT4G31430	18	32	46	17	10	41
AT4G31440	2	8	3	1	0	6
AT4G31450	54	24	69	65	24	66
AT4G31460	4	18	37	25	22	41
AT4G31470	0	0	0	3	0	0
AT4G31480	136	95	188	145	121	241
AT4G31490	61	66	172	105	62	249
AT4G31500	673	427	1413	3118	922	3196
AT4G31510	44	16	16	50	36	20
AT4G31520	0	11	6	7	11	8
AT4G31530	269	346	467	206	125	319
AT4G31540	25	29	26	34	23	24
AT4G31550	149	97	91	403	265	432
AT4G31560	117	152	220	94	46	155
AT4G31570	12	33	63	51	17	102
AT4G31580	93	70	171	120	90	207
AT4G31590	29	20	38	43	6	22
AT4G31600	38	22	23	19	9	34
AT4G31610	0	10	0	2	0	0
AT4G31620	0	8	6	0	2	4
AT4G31650	11	5	26	21	7	21
AT4G31660	0	0	0	0	2	0
AT4G31670	23	26	27	52	21	40
AT4G31680	0	11	0	3	2	0
AT4G31690	0	0	0	0	1	0
AT4G31700	165	143	242	169	78	303
AT4G31710	0	9	0	2	5	0
AT4G31720	34	34	38	25	16	34
AT4G31730	0	0	0	2	1	0
AT4G31750	30	24	63	49	24	94
AT4G31760	0	5	1	0	9	0
AT4G31770	10	11	29	19	18	47
AT4G31780	324	286	621	413	284	1096
AT4G31790	14	12	45	29	22	52
AT4G31800	289	198	445	479	218	647
AT4G31805	1	5	2	0	10	1
AT4G31810	4	8	27	4	8	48
AT4G31820	67	119	84	146	82	185
AT4G31840	0	7	3	11	1	5
AT4G31850	61	34	79	21	9	33
AT4G31860	115	96	154	233	70	180
AT4G31870	13	12	13	6	5	15
AT4G31875	8	0	0	0	0	0
AT4G31877	0	4	0	0	0	1
AT4G31880	56	26	78	61	41	76
AT4G31890	2	5	8	5	1	6
AT4G31900	0	29	1	2	18	1
AT4G31910	0	0	1	0	0	0
AT4G31920	39	27	51	53	38	93
AT4G31930	2	19	21	10	14	26
AT4G31950	0	2	1	0	13	5
AT4G31960	0	0	0	5	1	3
AT4G31970	1	3	0	0	2	2
AT4G31980	47	23	32	70	33	88
AT4G31985	78	83	132	63	53	154
AT4G31990	236	223	285	208	64	295
AT4G32000	5	1	9	4	1	12
AT4G32010	34	40	106	74	52	133
AT4G32020	715	569	997	1026	727	1396
AT4G32030	41	48	53	40	36	60
AT4G32040	107	105	222	138	85	263
AT4G32050	19	24	13	16	6	22
AT4G32060	260	300	314	429	257	409
AT4G32070	163	137	180	229	84	284
AT4G32080	0	0	0	0	1	0
AT4G32110	0	0	0	0	1	0
AT4G32120	9	7	33	19	4	33
AT4G32130	27	44	96	60	34	124
AT4G32140	21	27	53	32	21	63
AT4G32150	168	139	148	126	78	163
AT4G32160	26	37	35	16	33	35
AT4G32175	2	8	26	3	8	16
AT4G32180	67	106	98	132	87	148
AT4G32190	69	100	79	83	54	61
AT4G32200	0	0	6	10	2	17
AT4G32210	6	0	10	1	3	8
AT4G32230	0	3	0	0	0	0
AT4G32240	49	84	54	60	31	59
AT4G32250	45	34	27	38	13	44
AT4G32260	6914	6098	18800	5494	4441	10969
AT4G32270	53	62	59	30	26	56
AT4G32272	7	19	23	20	11	15
AT4G32280	2	0	1	0	0	0
AT4G32285	95	85	218	175	89	367
AT4G32290	4	114	69	82	97	83
AT4G32295	5	4	6	2	1	8
AT4G32300	48	33	55	34	33	98
AT4G32320	31	29	57	17	9	40
AT4G32330	201	194	335	173	113	221
AT4G32340	480	400	474	229	112	284
AT4G32350	13	54	23	17	21	27
AT4G32360	15	38	61	36	31	60
AT4G32370	0	0	0	0	2	0
AT4G32375	0	8	0	1	0	0
AT4G32380	0	1	0	1	0	0
AT4G32390	107	101	275	151	85	331
AT4G32400	49	43	111	80	41	122
AT4G32410	445	462	944	441	216	822
AT4G32420	22	22	64	31	7	74
AT4G32430	4	1	2	0	1	5
AT4G32440	10	10	18	11	6	17
AT4G32450	11	19	14	8	3	5
AT4G32460	5	3	2	7	4	6
AT4G32470	146	135	195	169	86	190
AT4G32480	54	63	42	50	63	129
AT4G32490	0	0	0	0	4	2
AT4G32500	0	4	0	0	1	0
AT4G32510	0	4	0	0	1	0
AT4G32520	78	91	412	103	69	391
AT4G32530	299	278	191	265	106	289
AT4G32540	0	0	0	0	8	0
AT4G32551	70	46	105	79	67	169
AT4G32560	20	18	11	15	8	8
AT4G32570	35	72	94	29	29	38
AT4G32590	162	164	387	146	96	338
AT4G32600	67	37	144	106	76	106
AT4G32605	31	35	19	24	24	10
AT4G32610	125	94	129	94	43	147
AT4G32620	28	23	44	33	20	57
AT4G32630	0	3	4	5	7	2
AT4G32640	76	84	229	159	83	418
AT4G32650	15	18	11	72	63	128
AT4G32660	27	50	68	70	16	78
AT4G32670	12	16	23	5	13	22
AT4G32680	37	50	161	90	42	186
AT4G32690	22	18	37	21	10	54
AT4G32710	10	12	11	0	5	4
AT4G32717	0	18	0	2	4	0
AT4G32720	89	96	94	104	53	159
AT4G32730	5	24	25	17	27	38
AT4G32750	2	4	13	9	2	14
AT4G32760	158	194	550	267	162	842
AT4G32770	104	83	133	43	17	97
AT4G32780	0	7	3	3	0	3
AT4G32785	4	3	3	2	6	1
AT4G32790	17	16	14	19	4	15
AT4G32800	58	41	191	73	61	175
AT4G32810	0	17	0	1	7	4
AT4G32820	12	27	46	25	16	41
AT4G32830	0	2	1	1	1	5
AT4G32840	13	11	13	8	6	17
AT4G32850	124	101	147	158	71	164
AT4G32850.2	130	102	156	176	73	164
AT4G32860	2	6	0	3	3	0
AT4G32870	57	25	36	132	46	163
AT4G32880	17	5	61	18	21	42
AT4G32890	0	5	11	1	21	4
AT4G32900	19	79	80	24	47	68
AT4G32910	20	21	39	10	5	44
AT4G32915	37	94	28	31	23	33
AT4G32920	9	24	27	39	44	56
AT4G32930	52	30	28	23	13	33
AT4G32940	554	339	703	524	239	736
AT4G32950	0	9	2	5	2	4
AT4G32960	41	27	33	42	42	70
AT4G32970	11	4	16	7	12	13
AT4G32980	40	49	75	22	13	29
AT4G32990	0	1	1	0	0	0
AT4G33000	23	15	18	7	6	15
AT4G33010	1533	1502	5585	994	645	3409
AT4G33020	0	1	0	2	3	15
AT4G33030	72	36	164	48	42	103
AT4G33040	6	22	13	11	5	5
AT4G33050	286	145	230	684	399	520
AT4G33060	31	31	23	34	14	40
AT4G33070	0	6	1	0	10	4
AT4G33080	167	128	148	112	46	182
AT4G33090	241	260	342	255	161	387
AT4G33100	1	17	11	6	8	11
AT4G33110	27	28	51	34	10	31
AT4G33120	0	3	1	1	4	1
AT4G33130	0	9	0	2	8	1
AT4G33140	15	13	65	26	20	82
AT4G33145	0	0	0	0	8	0
AT4G33150	62	50	39	73	52	81
AT4G33160	12	3	16	21	21	22
AT4G33170	0	1	4	4	3	10
AT4G33180	31	18	61	36	10	76
AT4G33200	33	31	42	41	18	62
AT4G33210	30	28	54	32	14	72
AT4G33220	90	88	119	67	39	84
AT4G33230	0	0	1	0	0	0
AT4G33240	57	58	78	86	46	90
AT4G33250	92	91	169	88	73	216
AT4G33260	0	0	0	0	7	0
AT4G33270	2	1	1	2	0	0
AT4G33280	0	1	0	0	2	0
AT4G33300	296	179	537	351	174	678
AT4G33310	4	12	31	3	18	32
AT4G33330	0	9	0	0	3	5
AT4G33350	195	238	1627	216	143	1063
AT4G33355	0	0	1	0	0	0
AT4G33360	19	20	69	38	19	83
AT4G33380	127	127	156	75	52	89
AT4G33390	0	11	1	4	6	0
AT4G33400	15	2	19	10	4	25
AT4G33410	17	23	45	27	20	42
AT4G33420	5	0	11	2	19	5
AT4G33430	88	87	173	294	129	399
AT4G33440	10	53	14	16	31	8
AT4G33450	0	15	0	0	27	0
AT4G33460	12	35	29	18	17	27
AT4G33465	0	0	1	3	1	7
AT4G33467	374	357	214	232	248	292
AT4G33470	65	80	134	58	30	57
AT4G33480	110	152	318	105	59	245
AT4G33490	55	53	108	36	9	54
AT4G33495	10	9	79	27	15	115
AT4G33500	50	33	51	35	44	37
AT4G33510	669	603	3412	1137	497	3823
AT4G33520	72	66	147	62	38	184
AT4G33530	72	83	277	101	56	288
AT4G33540	321	297	249	283	169	297
AT4G33550	3	0	0	0	0	0
AT4G33560	18	60	40	26	12	32
AT4G33565	57	53	28	72	29	37
AT4G33580	56	74	120	61	26	95
AT4G33585	0	0	0	5	2	0
AT4G33590	0	2	0	0	0	0
AT4G33600	0	7	0	0	4	0
AT4G33610	0	10	1	0	3	2
AT4G33620	23	12	22	11	6	25
AT4G33625	63	71	288	53	33	108
AT4G33630	109	132	245	86	56	220
AT4G33640	63	59	50	51	39	63
AT4G33650	77	31	80	69	42	130
AT4G33660	63	84	266	29	35	110
AT4G33666	130	118	142	84	70	99
AT4G33670	57	66	54	56	24	36
AT4G33680	72	95	260	109	68	281
AT4G33690	29	28	14	28	12	24
AT4G33700	80	56	104	54	42	70
AT4G33710	0	2	0	0	4	1
AT4G33740	167	109	130	131	46	104
AT4G33760	38	37	131	31	20	122
AT4G33770	10	8	10	16	8	17
AT4G33780	110	61	297	193	118	360
AT4G33790	0	2	2	0	0	0
AT4G33800	0	4	0	0	1	0
AT4G33810	0	1	1	0	3	1
AT4G33820	0	8	1	0	3	0
AT4G33830	0	3	0	0	0	0
AT4G33840	0	7	0	1	5	0
AT4G33850	0	0	0	2	2	0
AT4G33865	175	128	434	133	131	487
AT4G33870	0	0	0	0	1	0
AT4G33880	3	1	0	3	19	0
AT4G33890	13	45	15	45	24	30
AT4G33905	9	4	5	2	2	1
AT4G33910	50	43	57	98	48	90
AT4G33920	96	96	122	123	43	207
AT4G33925	0	0	8	3	3	2
AT4G33930	0	1	15	4	6	26
AT4G33940	76	49	48	62	30	81
AT4G33945	26	13	22	28	17	29
AT4G33950	37	38	51	37	27	39
AT4G33960	70	97	22	22	42	16
AT4G33970	4	10	3	1	5	0
AT4G33980	219	230	145	204	101	137
AT4G33985	21	21	23	16	15	22
AT4G33990	0	8	9	3	0	6
AT4G34000	45	110	26	23	30	29
AT4G34020	29	31	39	17	4	39
AT4G34030	98	78	85	65	29	71
AT4G34040	44	38	117	45	34	137
AT4G34050	376	310	390	1056	548	1006
AT4G34060	1	14	12	0	3	2
AT4G34070	10	31	13	44	8	43
AT4G34071	0	0	0	2	0	0
AT4G34090	95	97	93	28	11	58
AT4G34100	193	131	237	197	93	418
AT4G34110	467	467	885	722	396	1405
AT4G34120	678	669	537	1317	806	1028
AT4G34131	77	50	43	110	82	137
AT4G34135	61	104	54	156	65	130
AT4G34138	522	467	172	229	143	253
AT4G34140	99	54	47	47	25	46
AT4G34150	555	421	533	595	629	1645
AT4G34160	4	9	8	3	19	4
AT4G34170	0	5	0	0	0	0
AT4G34180	447	294	716	939	509	2419
AT4G34190	258	262	688	188	105	439
AT4G34200	107	75	208	333	178	647
AT4G34210	0	0	0	0	0	1
AT4G34215	39	62	54	45	30	85
AT4G34220	61	24	101	17	16	34
AT4G34230	800	763	610	1736	1006	1340
AT4G34240	165	169	246	156	80	273
AT4G34250	5	12	9	12	12	7
AT4G34260	77	51	49	6	27	47
AT4G34265	79	95	152	81	49	170
AT4G34270	64	49	97	55	41	103
AT4G34280	17	35	28	23	23	24
AT4G34290	32	59	193	20	18	101
AT4G34310	21	10	58	26	10	85
AT4G34320	0	8	2	3	23	1
AT4G34340	11	2	18	9	2	16
AT4G34350	496	451	439	304	132	367
AT4G34360	0	0	4	2	5	9
AT4G34370	19	16	29	20	25	32
AT4G34380	2	46	1	9	10	11
AT4G34390	40	48	63	86	73	118
AT4G34400	0	3	0	3	4	1
AT4G34410	4	31	5	10	40	10
AT4G34412	5	20	15	21	14	25
AT4G34420	0	11	0	1	14	0
AT4G34430	27	49	51	62	16	119
AT4G34440	0	6	2	4	3	0
AT4G34450	338	274	407	452	257	711
AT4G34460	186	145	504	254	194	441
AT4G34470	0	1	0	0	0	0
AT4G34480	204	144	203	138	70	130
AT4G34490	84	48	83	70	27	69
AT4G34500	5	16	9	2	1	7
AT4G34510	0	0	1	0	0	0
AT4G34520	0	0	0	0	9	0
AT4G34540	9	35	33	52	26	55
AT4G34550	0	0	2	0	0	0
AT4G34555	9	22	64	37	32	84
AT4G34560	10	21	33	21	17	14
AT4G34570	14	11	17	14	10	12
AT4G34580	1	2	8	0	2	0
AT4G34600	4	14	1	5	9	2
AT4G34610	19	40	23	17	19	15
AT4G34620	264	329	161	135	75	116
AT4G34630	68	71	90	74	24	114
AT4G34640	70	73	64	36	44	88
AT4G34650	6	15	22	7	4	3
AT4G34660	31	20	42	61	25	73
AT4G34670	292	396	603	571	355	816
AT4G34680	5	21	7	1	18	3
AT4G34700	326	238	367	432	173	463
AT4G34710	347	262	426	625	218	693
AT4G34720	297	270	434	257	283	491
AT4G34730	69	73	135	44	38	75
AT4G34740	61	69	108	66	56	126
AT4G34750	21	21	10	7	21	5
AT4G34760	62	76	14	7	21	6
AT4G34770	0	0	0	0	0	1
AT4G34790	3	17	0	0	10	0
AT4G34810	0	0	1	1	0	0
AT4G34830	82	81	168	87	59	115
AT4G34840	11	9	5	11	5	11
AT4G34850	0	2	0	0	0	0
AT4G34860	0	0	5	0	0	4
AT4G34870	260	295	847	362	253	679
AT4G34880	0	0	1	4	0	0
AT4G34881	40	35	32	50	24	29
AT4G34890	106	70	124	155	49	192
AT4G34900	13	20	23	8	7	9
AT4G34910	2	9	68	18	18	51
AT4G34920	196	207	308	214	196	320
AT4G34930	1	3	2	1	0	3
AT4G34940	0	6	0	0	0	0
AT4G34950	524	839	1727	466	239	969
AT4G34960	28	16	30	28	19	26
AT4G34970	2	7	2	2	2	1
AT4G34980	65	61	178	33	31	77
AT4G34990	14	20	13	18	8	11
AT4G35000	251	271	373	237	104	284
AT4G35010	0	15	0	5	4	0
AT4G35020	18	34	22	16	5	9
AT4G35030	0	1	5	9	0	1
AT4G35040	35	46	37	19	24	48
AT4G35050	4	1	13	19	9	21
AT4G35060	20	59	43	55	51	67
AT4G35070	9	9	6	8	11	3
AT4G35080	33	47	129	72	80	190
AT4G35090	661	552	2037	341	352	1728
AT4G35100	297	216	355	59	50	99
AT4G35110	80	65	50	110	88	105
AT4G35120	0	1	0	0	0	0
AT4G35130	0	0	3	3	0	2
AT4G35140	25	14	10	12	6	18
AT4G35160	40	63	68	148	49	317
AT4G35165	8	0	11	19	15	70
AT4G35170	0	3	4	2	10	11
AT4G35180	22	28	31	116	56	151
AT4G35190	0	0	1	0	12	0
AT4G35210	0	2	0	0	1	0
AT4G35220	55	101	113	52	42	158
AT4G35230	108	85	123	131	54	242
AT4G35240	17	50	74	16	22	44
AT4G35250	156	143	181	80	58	108
AT4G35260	63	40	77	95	35	115
AT4G35270	4	9	46	17	14	31
AT4G35280	0	1	0	0	2	0
AT4G35290	9	0	24	5	2	10
AT4G35295	1	0	0	0	0	0
AT4G35300	98	82	173	47	38	90
AT4G35310	196	152	630	326	125	735
AT4G35320	37	47	87	27	27	44
AT4G35335	36	29	40	26	29	27
AT4G35350	32	62	72	22	46	98
AT4G35360	71	67	253	142	80	347
AT4G35370	0	2	0	0	3	1
AT4G35380	0	0	1	0	1	7
AT4G35390	3	5	1	2	4	3
AT4G35400	0	0	0	0	1	0
AT4G35410	2	20	14	13	5	8
AT4G35420	12	12	12	6	10	4
AT4G35440	11	4	30	20	2	14
AT4G35450	361	316	340	269	167	250
AT4G35460	9	45	40	23	33	39
AT4G35470	65	46	66	27	35	31
AT4G35480	100	106	304	206	195	664
AT4G35490	41	30	92	62	20	136
AT4G35500	2	28	10	19	21	18
AT4G35510	49	95	62	91	36	96
AT4G35520	0	2	1	0	2	1
AT4G35530	45	30	18	8	17	8
AT4G35540	9	34	13	12	22	15
AT4G35550	26	33	21	17	4	21
AT4G35560	7	15	12	11	13	2
AT4G35570	86	99	179	75	59	137
AT4G35580	302	305	215	370	116	383
AT4G35590	4	8	1	0	8	1
AT4G35600	68	35	72	69	55	99
AT4G35610	0	9	0	0	4	0
AT4G35620	7	14	1	2	3	1
AT4G35630	123	141	411	767	220	1004
AT4G35640	2	16	5	7	16	0
AT4G35650	0	0	0	3	2	0
AT4G35655	0	3	1	0	0	3
AT4G35670	0	3	0	0	3	0
AT4G35680	5	3	3	4	2	1
AT4G35690	0	2	0	0	0	0
AT4G35720	0	4	1	0	0	1
AT4G35730	0	1	5	2	3	7
AT4G35733	0	0	0	0	4	0
AT4G35740	5	0	15	5	6	12
AT4G35750	419	359	315	442	238	381
AT4G35760	66	66	102	36	24	46
AT4G35770	113	85	39	116	71	99
AT4G35780	42	39	56	22	23	39
AT4G35783	6	31	8	11	11	4
AT4G35785	38	28	74	76	30	84
AT4G35790	99	135	303	213	102	378
AT4G35800	237	257	516	367	173	607
AT4G35810	0	0	0	0	5	0
AT4G35830	591	455	868	752	386	1259
AT4G35840	18	40	19	30	45	13
AT4G35850	32	30	59	25	14	69
AT4G35860	109	86	332	128	74	474
AT4G35870	5	22	37	17	13	41
AT4G35880	18	11	25	14	7	21
AT4G35890	125	165	240	173	116	342
AT4G35900	0	7	3	3	5	2
AT4G35905	3	10	1	16	6	1
AT4G35910	0	7	9	8	9	14
AT4G35920	30	33	114	24	20	36
AT4G35930	7	4	37	12	7	22
AT4G35940	15	18	14	11	16	40
AT4G35950	14	74	57	34	11	26
AT4G35970	5	2	6	12	9	3
AT4G35980	13	17	14	4	2	9
AT4G35985	62	49	27	30	46	59
AT4G35987	15	3	19	14	2	11
AT4G36000	0	0	0	0	0	1
AT4G36010	86	74	224	72	51	172
AT4G36020	14	30	37	41	16	61
AT4G36030	28	12	51	59	6	104
AT4G36040	1021	592	1555	1177	852	1847
AT4G36050	0	9	5	6	0	4
