idRefSeq	N8	T8	N33	T33	N51	T51
NM_178009	428	586	659	631	955	1035
NM_152910	428	582	659	627	955	1033
NM_020382	104	81	120	223	149	198
NM_012470	379	437	442	824	946	1555
NM_152449	118	173	134	250	212	199
NM_003610	71	72	165	307	185	226
NM_001012642	87	25	129	241	71	155
NM_001101676	176	141	287	533	171	377
NM_148170	134	96	162	302	732	1143
NM_006817	232	379	235	438	534	433
NM_001128626	260	340	220	409	1211	545
NM_194315	271	477	278	518	717	561
NM_194458	273	481	280	521	731	567
NM_058167	271	477	278	518	717	561
NM_001319	345	589	250	464	851	440
NM_003640	617	400	708	1314	1266	1469
NM_015944	141	221	155	288	383	267
NM_004890	92	135	129	240	513	192
NM_001098576	2243	1234	2781	5168	4993	6738
NM_012241	83	20	131	244	172	253
NM_003434	248	326	241	818	387	338
NM_001031803	492	643	487	2455	673	265
NM_148966	159	208	168	354	450	460
NM_207045	622	812	465	994	818	808
NM_207046	622	812	465	994	818	806
NM_033396	4402	5752	3204	5643	8009	10884
NM_015904	910	1192	918	1420	1351	1574
NM_001347	277	363	217	443	664	479
NM_015440	164	215	139	691	476	385
NM_001039917	399	523	323	595	1059	1183
NM_031483	892	1168	1058	1254	1993	2231
NM_033452	281	368	222	822	869	734
NM_007144	114	150	79	455	401	286
NM_001004333	158	207	133	303	391	385
NM_182551	187	245	224	338	561	874
NM_018143	103	135	142	173	245	330
NM_172215	119	156	105	260	419	257
NM_024918	136	178	155	213	271	341
NM_025054	626	822	716	1283	1692	3156
NM_024535	229	301	174	336	1060	350
NM_023083	191	331	180	337	499	303
NM_152652	53	98	36	68	102	52
NM_001001563	240	334	184	346	616	257
NM_001079524	382	483	385	720	632	700
NM_001079525	382	483	385	720	632	700
NM_198402	129	168	139	261	210	530
NM_020810	164	143	205	384	308	387
NM_021622	693	565	868	1619	1043	1961
NM_001001974	693	567	868	1620	1043	1956
NM_024516	397	547	316	591	1035	702
NM_033159	45	51	73	137	115	264
NM_005148	33	81	39	74	108	97
NM_017844	81	59	147	275	256	339
NM_014182	84	64	131	246	165	226
NM_006773	241	207	309	579	552	868
NM_004395	265	651	345	648	1763	902
NM_017975	159	136	241	452	333	475
NM_175875	110	188	111	209	415	287
NM_145061	63	56	36	68	90	128
NM_004214	122	253	187	350	345	263
NM_052990	100	148	89	167	285	251
NM_001130852	198	302	172	270	115	125
NM_014793	123	132	112	221	302	328
NM_032378	666	1194	655	1107	1871	2036
NM_001130054	666	1194	655	1107	1871	2036
NM_152927	421	751	429	665	1040	1130
NM_024894	225	202	256	596	482	526
NM_017670	483	749	343	390	647	703
NR_002590	277	1091	2004	3210	2998	3261
NM_001030007	1193	1783	1524	2105	2920	3177
NM_001128	1193	1783	1524	2105	2920	3177
NM_001134672	135	223	250	214	404	441
NM_002877	47	71	129	167	126	137
NM_014830	226	169	158	376	483	527
NM_031208	152	141	158	355	441	481
NM_024558	57	91	124	131	132	144
NM_001127660	1975	2306	1439	3514	3107	3375
NM_014874	2033	2333	1463	3598	3161	3433
NM_006148	1467	1575	1069	4575	4753	5190
NM_005926	133	200	124	179	275	299
NM_001031723	115	159	99	116	217	237
NM_032998	246	287	186	373	503	549
NM_024664	59	169	167	213	182	198
NM_001008487	135	290	140	201	412	448
NM_021103	287	1416	944	1770	918	1002
NM_198549	204	299	315	148	660	719
NM_022075	253	322	236	479	718	779
NM_183381	89	143	213	356	315	342
NM_021934	186	205	137	634	453	494
NM_016028	255	371	392	445	480	521
NM_001081004	75	81	39	154	184	200
NM_003695	3367	4453	3223	3565	5221	20967
NM_007046	333	438	212	423	5018	731
NR_002559	2245	2953	30235	7999	4749	7367
NM_018128	466	613	454	1145	857	861
NM_017640	311	411	400	651	467	1200
NM_004124	300	397	584	935	889	1221
NM_015704	80	106	74	141	192	171
NM_018227	1267	1675	1955	2880	2074	3347
NM_024039	136	179	193	247	362	402
NM_015404	58	77	69	205	92	81
NM_015484	158	208	176	154	287	363
NM_024742	191	252	195	388	779	291
NM_182972	1364	1803	1654	1865	2655	3832
NM_194292	83	110	110	86	132	231
NM_001126121	37	49	17	95	93	67
NM_019109	92	122	69	207	267	215
NM_004800	912	1201	1049	880	2039	2574
NM_016004	153	202	177	240	280	355
NM_018347	73	144	88	167	239	91
NM_153481	115	149	165	311	160	227
NM_207506	59	73	97	184	18	89
NM_020473	92	58	86	163	122	205
NM_004643	399	690	369	694	739	686
NM_001135652	370	275	311	586	494	1117
NM_017801	359	538	495	931	1126	1197
NM_018208	285	98	126	238	42	157
NM_153329	246	409	282	532	971	600
NM_002276	883	296	867	1632	332	5462
NM_173828	55	128	67	127	132	96
NM_001135734	414	523	326	613	1081	1204
NM_032804	232	284	243	457	699	999
NM_004047	202	504	283	532	823	897
NM_006795	418	663	311	585	1989	1571
NM_013291	407	887	590	1113	1252	1023
NM_003217	2241	1235	2754	5179	4989	6719
NM_005908	128	66	102	193	282	585
NM_003171	191	128	223	420	357	433
NM_006221	106	167	84	159	275	262
NM_198897	123	253	187	353	353	266
NM_012320	174	385	230	433	844	442
NM_031463	210	213	245	462	413	465
NM_012201	672	926	1038	1955	2684	2008
NM_022356	107	296	120	227	1536	627
NM_021945	1218	1618	981	900	1515	5637
NM_003101	121	161	132	269	701	757
NM_001005861	250	331	350	429	587	773
NM_002958	250	331	350	429	586	771
NM_001002243	482	639	724	1012	1009	1336
NM_201282	470	623	730	747	793	12856
NM_201284	477	633	750	758	812	13131
NM_173210	115	153	187	544	300	250
NM_002252	109	145	77	383	755	173
NM_005721	1481	1962	1972	2083	3497	3860
NM_033360	419	557	520	718	1041	1669
NM_004985	419	557	510	718	1032	1664
NM_001048222	181	241	163	732	699	548
NM_001048221	181	241	163	732	694	548
NM_001048224	181	241	163	731	685	546
NM_024091	45	60	46	72	104	122
NM_005680	104	138	228	306	209	229
NM_003111	561	747	874	1176	1381	1755
NM_001005408	415	552	376	772	1072	693
NM_032637	136	181	186	376	335	361
NM_001134388	60	80	70	176	243	217
NM_001136001	112	149	49	185	512	410
NM_001098786	95	185	153	173	298	327
NM_001892	1797	3285	1843	1855	4006	4405
NM_152930	442	752	453	711	1071	1173
NM_152928	415	742	424	644	1024	1122
NR_023918	53	82	128	106	130	143
NM_013411	510	753	549	738	1169	1279
NM_006112	111	219	160	234	367	402
NM_003942	568	1984	370	629	1487	1629
NM_001006944	563	1969	370	626	1469	1611
NM_016526	292	258	196	445	952	1047
NM_005507	1425	2907	1150	1644	3598	3933
NM_148919	122	226	387	640	501	551
NM_005857	320	588	464	588	948	1040
NM_004595	23	96	67	99	63	69
NM_001128931	50	61	59	113	68	88
NM_005896	213	490	197	374	475	521
NM_025152	89	97	116	221	167	193
NR_024266	368	195	286	543	967	1109
NM_004521	1784	2259	1766	3361	5317	6445
NM_004914	81	17	77	147	127	147
NM_001039918	397	509	319	606	1025	1173
NM_133476	400	516	323	613	1051	1188
NM_199440	155	171	126	240	178	264
NM_016486	108	97	75	143	142	187
NM_134265	561	825	1111	2101	2743	1751
NM_018438	60	28	37	71	94	168
NM_170769	62	83	80	77	64	83
NM_017437	684	912	834	1398	1647	1919
NM_170695	136	182	211	623	348	269
NM_006618	1766	2353	1809	2154	2719	6997
NM_032205	243	324	334	456	865	1119
NM_033212	46	62	56	112	167	131
NM_018226	630	844	483	999	1825	1009
NM_001039920	381	508	304	566	988	1117
NM_001018050	365	487	393	920	902	877
NM_001077397	1345	1796	1646	1832	2632	3798
NM_152911	89	119	100	220	238	87
NM_001136197	273	364	297	623	645	421
NM_014437	733	977	418	1311	2367	1418
NM_032442	415	555	376	772	1072	693
NM_001136198	291	389	322	678	694	474
NM_015496	469	628	689	733	1150	2689
NM_007359	861	1153	802	2909	1956	1338
NM_002355	488	651	452	795	988	1418
NM_003794	250	335	335	223	544	680
NM_000086	62	83	97	219	340	242
NM_015626	751	1006	1547	2970	3462	2333
NM_016818	202	270	299	574	537	390
NM_004915	202	270	300	578	542	392
NM_006936	250	334	354	485	840	1075
NM_016303	177	237	290	322	573	1118
NM_017864	258	345	324	308	718	1295
NM_199229	194	474	378	382	486	538
NR_002964	1602	4338	13444	7006	8959	9889
NM_203314	306	700	302	338	209	231
NM_004051	303	700	302	335	209	231
NM_001025105	1821	3286	1863	1864	4026	4437
NM_152926	399	701	396	626	999	1104
NM_002800	90	17	133	299	274	303
NM_005234	331	537	218	193	714	789
NM_003915	444	685	434	648	1068	1178
NM_152925	411	741	423	642	1014	1119
NM_002161	1123	561	1253	4084	2774	3063
NM_152931	436	743	448	690	1055	1165
NM_145201	534	1698	591	961	861	948
NM_139352	56	77	87	115	97	107
NM_004279	212	326	398	392	524	580
NM_006933	1256	2583	1346	2282	2442	2700
NM_001040285	193	278	235	322	438	485
NM_020062	318	281	238	575	604	665
NM_203457	111	219	160	231	365	402
NM_004741	698	514	628	2081	1447	1598
NM_006442	267	692	343	456	405	446
NM_001098787	291	243	195	445	942	1037
NM_018981	465	411	591	1180	1499	1651
NM_024835	393	233	689	1783	935	1031
NM_016073	106	94	132	318	332	367
NM_004159	116	239	385	655	496	548
NR_002980	305	678	6302	2556	2066	2281
NM_024423	8697	11680	11053	14949	7865	11813
NM_032301	59	80	50	68	92	155
NM_015515	184	248	83	56	75	180
NM_033251	253	341	231	526	771	448
NM_182492	156	210	74	167	264	127
NM_001012511	109	147	138	136	375	457
NM_203437	482	651	735	1027	1030	1339
NM_017657	482	649	729	1012	1010	1336
NM_006565	302	406	343	702	827	805
NM_006809	139	187	77	344	287	256
NM_006527	322	435	389	437	743	836
NM_001130677	94	127	27	393	108	104
NM_016023	188	254	321	255	413	736
NM_013339	81	109	186	171	181	214
NM_001128917	59	80	44	93	143	133
NM_015355	363	488	473	956	748	772
NM_001017371	563	759	852	1158	1372	1735
NM_006549	391	526	291	939	1280	905
NM_153499	390	526	291	939	1280	903
NM_172226	389	525	291	939	1280	903
NM_213604	111	150	67	142	117	117
NM_001001342	158	213	180	312	350	521
NM_005866	312	420	315	1023	487	437
NM_018106	59	80	69	171	242	218
NM_001134389	59	80	69	171	242	216
NM_017623	129	174	86	274	265	169
NM_006135	537	725	719	605	1254	2417
NM_025049	72	97	48	113	181	73
NM_001130929	278	288	488	932	774	1004
NM_080821	295	91	312	595	782	1108
NM_006717	593	270	812	1556	1433	1967
NM_015846	448	671	429	820	1009	542
NM_020727	459	274	266	510	569	765
NM_014554	217	129	323	619	495	625
NM_152841	312	246	353	677	617	836
NM_181783	809	699	1022	1953	1202	2791
NM_006777	369	339	430	824	609	839
NM_024671	212	337	212	407	589	515
NM_133177	230	387	119	228	804	548
NM_133178	230	387	119	228	804	548
NM_005704	230	387	119	228	804	548
NM_013335	155	260	173	332	752	435
NM_138358	85	188	79	152	236	216
NM_024808	98	129	79	152	143	295
NM_002951	890	1271	923	1767	3288	3206
NM_001257	136	460	215	411	914	560
NM_014601	526	727	536	1022	2901	2196
NM_001130413	29	146	68	131	300	332
NM_001941	8606	11659	10946	14811	7827	11760
NM_005310	283	385	325	1323	314	346
NM_005977	216	294	315	268	435	629
NM_025185	827	1123	950	1279	1539	3980
NM_030918	714	971	368	926	1746	1511
NM_002110	98	133	90	266	609	160
NM_207127	76	103	92	189	203	72
NM_014186	227	308	315	540	484	653
NM_016263	289	392	325	688	701	480
NM_013336	2340	3167	1996	3046	8033	9922
NM_031443	152	207	221	455	709	335
NM_001012759	63	86	36	101	159	117
NM_018014	158	215	248	381	161	480
NM_207629	198	269	279	556	521	378
NM_207628	198	269	279	556	521	378
NM_207627	198	269	279	556	521	378
NM_207174	198	269	279	556	521	381
NM_001006613	172	233	278	307	549	1085
NM_005864	565	549	473	1182	806	899
NM_017947	167	68	159	538	288	320
NM_152929	420	702	420	672	1030	1147
NM_005027	535	385	333	644	658	733
NM_013417	1130	573	1261	4112	2800	3102
NM_030579	373	818	544	1026	958	1067
NM_015194	828	1053	659	2325	1631	1817
NM_001077527	197	498	289	353	582	648
NM_001040662	54	91	124	128	129	143
NM_030800	243	91	214	523	545	604
NM_007347	290	521	359	458	765	853
NM_199337	118	210	183	234	327	363
NR_015346	1867	3194	1996	3835	2468	2309
NM_020225	142	211	148	285	175	185
NM_014507	52	123	83	161	121	71
NM_024860	90	266	109	211	285	291
NM_153480	116	149	166	320	166	240
NM_015322	631	254	603	1159	1248	1890
NM_032634	319	180	360	695	624	1186
NM_004128	130	270	136	262	262	230
NM_213622	198	142	252	486	394	561
NM_005760	408	483	444	854	701	875
NM_021089	99	51	67	130	170	253
NM_015844	434	665	415	800	983	529
NM_001098402	459	275	266	513	570	768
NM_015847	377	528	385	739	907	485
NM_002093	293	306	340	653	644	994
NM_001042470	407	331	322	620	1104	3994
NM_003249	233	516	196	378	653	230
NM_005038	89	223	130	251	252	219
NM_016732	577	863	551	1058	1285	969
NM_007367	574	860	550	1055	1274	964
NM_203352	149	458	265	509	1341	836
NM_002444	1527	2061	1463	2810	5737	7894
NM_001135771	840	1253	858	1650	3058	3001
NM_006290	250	456	295	568	1050	1129
NM_004701	51	60	123	238	96	191
NM_018221	348	302	376	725	823	1153
NM_145754	671	918	554	861	579	1570
NM_022372	171	234	139	596	388	346
NM_002883	1080	1470	872	2726	1724	1738
NM_032731	163	223	159	273	241	376
NM_021821	242	330	300	399	413	600
NM_145115	236	323	248	587	605	637
NM_001416	740	1011	542	2352	1254	1195
NM_001039664	74	101	112	271	278	256
NM_175066	199	272	205	521	472	304
NM_003223	121	165	132	293	203	218
NM_001568	333	455	677	667	906	1224
NM_013276	332	453	401	974	1162	1015
NM_001128916	56	77	42	90	133	118
NM_006114	56	77	42	87	133	118
NM_016086	137	187	173	165	226	285
NM_152365	135	184	139	178	69	194
NM_001128309	1087	1482	1037	2369	2205	1775
NM_001101653	224	305	304	529	474	641
NM_001124756	75	103	116	306	299	201
NM_172216	383	524	286	926	1271	889
NM_173809	156	213	173	315	350	527
NM_031465	102	140	106	168	181	337
NM_030961	502	686	377	1137	1419	1168
NM_006085	134	183	228	203	329	502
NM_005441	71	97	63	97	98	199
NM_001029835	160	218	222	455	726	344
NM_175039	111	152	89	241	403	150
NM_001047160	818	1113	1181	1228	1551	3830
NM_014970	181	247	371	290	638	908
NM_173529	40	55	40	129	135	85
NM_001006612	174	237	289	322	568	1116
NM_001085375	107	791	149	289	246	194
NM_001079519	217	243	276	535	448	885
NM_021643	413	1009	586	1134	1398	798
NM_001135748	97	277	110	214	247	133
NM_024032	35	89	33	65	90	80
NM_006431	1451	2556	1898	3685	3628	3768
NM_145043	133	341	143	278	310	166
NM_020812	514	885	584	1130	2092	983
NM_015540	330	891	322	623	816	555
NM_058180	72	217	73	142	219	165
NM_007254	137	264	146	284	446	264
NM_023928	470	710	573	1112	690	728
NM_153281	46	51	75	146	120	275
NM_007192	476	394	543	1049	1019	1184
NM_174856	206	285	241	468	487	164
NM_004928	69	139	48	94	293	201
NM_194457	263	463	252	488	684	527
NM_001039457	201	490	272	527	791	864
NM_022081	373	313	394	763	707	940
NM_005451	153	459	268	520	1355	843
NM_018294	276	271	226	439	435	521
NM_005997	127	91	115	223	292	334
NM_005500	256	406	194	377	696	670
NM_021625	48	102	81	158	144	55
NM_015120	486	692	666	1292	1820	1856
NM_001130963	249	261	284	552	577	674
NM_001047	160	210	356	691	200	258
NM_013332	119	200	155	207	319	356
NM_199249	315	279	177	615	485	542
NM_018649	108	215	95	123	136	152
NM_006916	185	471	358	363	465	520
NM_144975	618	380	537	3216	2452	2745
NM_194278	1704	1391	1435	3364	3095	3454
NM_001043318	1667	1366	1422	3350	3068	3432
NM_001040199	299	518	395	376	736	822
NM_152267	124	117	87	234	230	257
NR_024210	124	117	87	234	230	258
NM_001033714	534	697	324	899	1089	1223
NM_004423	895	853	755	1851	1926	2151
NM_153260	152	258	200	381	413	461
NM_170738	67	192	38	65	134	150
NM_013232	105	128	149	323	305	341
NM_004697	155	179	169	527	333	373
NM_013393	155	167	140	396	289	324
NM_012250	30	90	49	59	164	184
NM_007282	97	143	235	393	340	380
NM_002764	99	115	99	320	536	601
NM_001889	176	242	150	93	276	324
NM_001130042	176	242	150	93	276	325
NM_025261	145	200	127	282	135	34
NM_198186	42	58	92	115	161	516
NM_006478	308	425	325	863	981	847
NM_198187	42	58	92	115	161	516
NM_014010	42	58	88	115	157	516
NM_006238	778	1068	649	1659	1760	1539
NM_001018159	173	238	213	391	329	407
NM_001136008	168	232	259	206	187	395
NM_153042	191	262	254	514	534	463
NM_173208	124	171	192	550	323	280
NM_015845	404	557	378	775	922	494
NM_014765	516	709	757	1145	940	1371
NM_012245	269	370	336	555	394	548
NM_015420	110	152	137	216	181	664
NM_015327	1032	1415	781	1751	2451	2497
NM_024672	50	69	66	114	80	95
NM_025176	185	255	196	441	557	215
NM_030927	1171	1609	1178	2560	2388	1880
NM_138350	36	50	26	58	67	45
NM_006885	754	1039	596	1274	2544	1510
NM_012152	53	73	53	61	73	448
NM_153500	382	524	286	926	1271	887
NM_006302	509	702	348	1031	1346	1215
NM_013257	123	169	169	325	292	332
NM_001033578	123	169	168	324	293	333
NM_012073	384	528	460	1420	1340	1452
NM_005863	901	1239	1240	1272	1667	4054
NM_001006614	169	233	277	307	544	1083
NM_199078	126	174	86	270	250	164
NM_012453	214	295	169	482	542	508
NM_016323	72	36	52	102	93	275
NM_153483	116	149	164	320	157	238
NM_000941	553	1653	382	747	2327	981
NM_001012727	139	243	230	450	443	375
NM_139169	217	262	351	687	437	763
NM_021204	220	263	201	392	315	516
NM_001077262	63	119	90	177	294	122
NM_001126131	587	851	661	1292	1948	1184
NM_017746	318	164	270	529	585	683
NM_001114120	58	32	131	256	127	185
NM_002693	588	851	661	1292	1956	1186
NM_004359	132	211	147	288	304	127
NM_021930	168	134	209	408	334	379
NM_032366	77	164	85	167	171	174
NM_005318	1321	1477	1929	3767	2364	2720
NM_017526	234	156	222	434	729	914
NM_032459	529	525	451	1074	753	851
NM_199250	310	263	177	592	470	530
NM_004184	429	360	511	2313	1783	2011
NM_017896	728	326	620	1315	1378	1549
NM_001030002	277	369	315	1308	299	336
NM_001126116	252	51	184	452	443	500
NM_203315	299	671	296	335	203	229
NM_021732	101	122	113	262	104	117
NM_001099402	461	358	380	802	700	789
NM_000252	162	263	225	357	346	391
NM_203301	120	224	145	165	340	383
NM_006170	533	696	321	893	1082	1220
NM_014372	651	1010	1503	921	1864	2100
NM_006150	164	168	107	360	188	212
NM_032574	60	72	76	196	214	241
NM_016626	370	476	259	815	746	839
NM_000405	1420	4403	1521	2691	1932	2179
NM_006711	156	81	97	379	265	299
NM_016050	68	196	38	66	135	152
NM_024551	848	1302	1288	1134	1713	1937
NM_004311	115	96	114	227	187	211
NM_001077447	38	135	148	175	141	159
NM_003432	155	87	214	448	296	333
NM_017924	97	90	87	230	177	199
NM_004231	235	204	195	581	542	610
NM_015482	1316	1826	1042	981	1694	6028
NM_006958	62	86	86	101	139	331
NM_001029976	62	86	86	101	142	331
NM_003905	172	238	208	390	319	400
NM_004053	199	276	94	364	371	287
NM_198401	294	407	476	171	397	813
NM_016620	130	180	195	187	333	434
NM_003244	128	178	204	570	338	290
NM_004421	733	1013	570	1241	1628	1348
NM_001105079	494	683	417	855	1056	712
NM_012090	8492	11771	7220	14481	26364	29370
NM_199483	351	486	439	817	576	689
NM_001130969	339	468	305	1285	876	668
NM_015537	339	468	305	1285	876	668
NM_001130971	333	462	294	1266	861	656
NM_001130970	333	462	294	1266	861	656
NM_054013	427	592	338	684	1105	692
NM_022047	280	388	386	865	733	683
NM_207128	86	119	98	212	227	82
NM_173174	407	563	291	1148	939	877
NM_133458	202	279	295	423	429	638
NM_001007022	125	173	269	124	334	611
NM_015020	158	219	129	289	464	421
NM_004036	839	1160	529	1608	2204	1146
NM_207195	1532	2733	998	1959	3950	2942
NM_023085	165	239	148	291	420	262
NM_014344	75	59	115	227	211	337
NM_001077198	609	891	471	923	1975	1367
NM_201627	142	341	285	559	470	251
NM_138384	366	607	560	1099	955	586
NM_002759	409	332	344	676	566	1249
NM_016209	56	101	120	237	232	177
NM_004814	84	93	113	223	207	292
NM_145812	186	289	185	363	452	337
NM_030762	87	170	92	181	312	243
NM_001085454	912	1386	511	1005	1675	1240
NM_014030	912	1386	511	1005	1675	1240
NM_002156	163	203	138	272	192	280
NM_015102	137	237	204	402	524	439
NM_016552	105	80	191	377	304	409
NM_001033024	266	277	283	556	565	736
NM_198277	166	218	150	296	560	1509
NM_031417	268	369	265	522	542	628
NM_080918	52	72	74	146	140	186
NM_031966	152	421	217	426	240	266
NM_022371	202	342	202	397	809	586
NM_001134759	131	232	104	81	245	278
NM_007176	192	177	192	451	391	445
NM_003858	393	283	333	690	585	666
NM_004050	1137	1090	1145	3368	2728	3101
NM_002114	553	618	593	1178	1318	1497
NM_148954	88	17	124	291	260	295
NM_001040182	294	510	389	368	724	819
NM_019895	295	526	394	368	724	824
NM_015721	425	400	354	1183	696	792
NM_001135672	304	306	128	289	632	716
NM_005490	163	278	191	233	196	222
NM_003472	854	1400	1107	1822	1810	2058
NM_001040025	29	62	130	121	111	126
NM_001080394	580	562	621	2337	1354	1535
NM_033091	201	124	198	423	462	525
NM_033017	201	124	198	423	462	526
NM_170739	68	196	42	66	135	153
NM_001024228	2287	2852	1831	3634	5659	6434
NM_001024227	2291	2852	1831	3634	5662	6435
NM_001658	2288	2855	1833	3638	5657	6441
NR_002580	600	1547	11564	3690	6332	7200
NM_052928	185	168	212	428	413	468
NM_005895	2432	2670	1936	4444	5986	6783
NM_021167	213	177	206	494	528	599
NM_004571	180	263	200	255	713	807
NM_020762	183	76	90	245	547	621
NR_003004	432	1321	1840	1093	887	1010
